68,62
62

8,16,16,16,16,12,16,16,16,16,18,16,16,16,16
20,26,52,58,64,76,82,90,92,86,78,70,66,60,54,46,44,46,30,18,14,12,5,22,46,46,46,54,54,54,54
17,25,6,21,33,35,38,29,31,33,35,35,33,33,33,35,35,35,45,53,65,71,77,75,67,79,81,69,71,69,61,57,55,55,55,55,51,45,45,45,45
35,29,19,2,13,15,41,43,23,27,45,55,53,59,55,63,69,75,79,81,77,85,87,91,81,79,79,79,79
3,14,16,20,42,52,60,66,68,64,74,76,82,90,92,86,86,84,72,70,70,58,56,54,54,54,46,26,44,46,54,54,46,46,46,46
46,22,14,16,18,1,26,26,37,36,30,44,52,58,64,72,76,80,86,92,84,74,68,66,56,54,54,54,54
54,62,74,68,56,50,54,44,28,37,36,36,32,22,14,16,20,18,20,32,30,36,36,36,36
83,87,79,75,77,85,89,91,83,81,71,69,63,55,51,45,27,21,13,2,11,15,17,23,41,45,53,45,45,45,45
45,41,11,7,31,23,43,51,61,73,75,79,85,91,87,81,69,65,59,53,45,45,45,45
45,21,13,2,9,25,11,17,13,13,13,6,23,49,57,65,71,71,75,79,81,85,87,91,89,83,67,61,51,51,53,55,57,55,55,55,57,55,55,55,55
