22,18,26,52,60,66,66,62,66,68,76,82,72,68,68
50,56,60,58,54,44,3,20,16,14,10,18,30,36,36
36,26,42,3,20,16,22,28,18,26,44,44,44,26,44
38,27,17,41,49,57,61,57,57,59,55,67,73,81,83
83,89,81,77,69,75,63,55,51,45,29,35,33,38,35
35,31,41,21,15,2,13,17,17,17,11,11,11,11,11
11,2,13,21,29,33,35,35,35,35,35,33,35,35,35
35,27,17,6,7,31,23,27,45,51,61,57,55,55,45
45,21,33,25,17,15,13,13,7,27,43,45,35,35,38
38,35,33,23,9,11,13,2,31,35,35,35,35,35,35
