0.81019384,0.80458444,0.8419822,0.72460514,0.82649326,0.8390199,0.84118766,0.7166604,0.8362642,0.83251554,0.7920536,0.8242841,0.82597536,0.8337945,0.83618706
0.63536245,0.8825229,0.8224231,0.8525445,0.8736822,0.8382979,0.80162627,0.8189587,0.810478,0.7916901,0.8081135,0.80969936,0.80551195,0.90476567,0.90476567
0.9010628,0.8481566,0.6917841,0.7968599,0.8237966,0.8122794,0.7649163,0.81675935,0.81070703,0.8323702,0.8329286,0.8329286,0.8329286,0.79216826,0.83209527
0.83897996,0.84227854,0.79946935,0.7849693,0.63422805,0.8763566,0.8038385,0.87173295,0.87173295,0.81224406,0.8888474,0.82963455,0.81998307,0.81901497,0.822694
0.822694,0.7337938,0.8202034,0.8038708,0.8102855,0.80514175,0.7189531,0.886298,0.70913684,0.8996152,0.8164927,0.8985629,0.87331086,0.84315306,0.90174687
0.90174687,0.78769076,0.7927934,0.7726791,0.7679171,0.7665453,0.8038114,0.7974915,0.7974915,0.7974915,0.812791,0.812791,0.812791,0.812791,0.812791
0.81017244,0.7794607,0.8055626,0.7872238,0.8065445,0.8778569,0.9007357,0.9007357,0.9007357,0.9007357,0.9007357,0.8838172,0.901784,0.901784,0.901784
0.901784,0.8507236,0.8015165,0.8056792,0.78111655,0.786261,0.79051435,0.8488176,0.9107152,0.6944772,0.7906488,0.8714776,0.8861661,0.8861661,0.9075997
0.9075997,0.785324,0.8773787,0.7749748,0.80516565,0.75906056,0.8017669,0.8017669,0.78371257,0.8322452,0.776864,0.90709674,0.90186733,0.90186733,0.84023184
0.84023184,0.90110505,0.8741557,0.76128656,0.8120936,0.81252414,0.7993257,0.7768337,0.7895825,0.8995707,0.8995707,0.8995707,0.8995707,0.8995707,0.8995707
