0.82588667,0.82070965,0.8145061,0.8506709,0.8811282,0.89757884,0.8853874,0.9008653,0.8773142,0.9023515
0.90565073,0.882182,0.9023258,0.8902959,0.92677414,0.95670635,0.89743453,0.8797132,0.9021103,0.9592288
0.9592288,0.8999335,0.8798354,0.90245277,0.88446254,0.9278781,0.95487636,0.931634,0.9538868,0.93134266
0.93134266,0.9567199,0.9040779,0.87582076,0.9014637,0.8879504,0.92972493,0.9537678,0.9338776,0.9519239
0.9519239,0.89902174,0.96088433,0.9342236,0.95544076,0.9001236,0.8778895,0.9033944,0.886919,0.9289997
0.9594777,0.902515,0.8783991,0.9033739,0.9033739,0.8848589,0.93007904,0.95427865,0.9345997
0.9545989,0.90096253,0.8764604,0.90817916,0.8826325,0.92822087,0.9561737,0.93423605,0.95692664
0.95692664,0.90168595,0.90168595,0.8861865,0.9299065,0.9567799,0.904017,0.8778951,0.9030936,0.96011585
0.96011585,0.89902395,0.88520396,0.9309522,0.9537528,0.90138113,0.87795424,0.9087478,0.9575319,0.9322913
0.9322913,0.95830226,0.901531,0.87298065,0.9076831,0.8877192,0.9326411,0.95529884,0.93119115,0.9549244
0.82861817,0.81209654,0.8094468,0.80924225,0.82150084,0.81369954,0.80856895,0.82421833,0.8254359,0.77291733
0.78165185,0.78247297,0.7820702,0.8220709,0.82794553,0.80780244,0.82135874,0.8180339,0.83783907,0.84193003
0.84193003,0.8197696,0.8348606,0.8076336,0.8244121,0.81865734,0.8432459,0.82890296,0.8161533,0.8212738
0.8212738,0.8128845,0.7825761,0.77942824,0.80963874,0.8901938,0.8924476,0.9033469,0.89335537,0.8998409
0.8998409,0.8918458,0.8990479,0.8370757,0.8964748,0.8897394,0.8966428,0.8966428,0.81124717,0.7873671,0.78468746
0.78468746,0.7891221,0.79111254,0.8217379,0.82931066,0.80225915,0.8254358,0.8209712,0.8322497,0.8424991
0.8424991,0.823665,0.8329872,0.815178,0.8425983,0.83428895,0.81470907,0.8259511,0.81593364,0.782526
0.7909941,0.7841985,0.81923735,0.82883656,0.79744923,0.82296884,0.8162272,0.8339355,0.8422405
0.8422405,0.8191855,0.8386962,0.8239887,0.84422064,0.83335453,0.816159,0.82038623,0.818213,0.7836342
0.7836342,0.7900493,0.78882515,0.8204731,0.8272116,0.80656135,0.8259851,0.8200658,0.83356476,0.8413519,0.8413519
0.77244574,0.76020086,0.75807565,0.7746097,0.7386315,0.7743601,0.84534985,0.8606549,0.8573405,0.9095819,0.92341894,0.89461136
0.8476669,0.87206805,0.8970159,0.92259806,0.9181635,0.86092365,0.8536839,0.77706575,0.7403238,0.76675326
0.8231979,0.818267,0.83268595,0.82115906,0.8301051,0.837576,0.8088746,0.8265545,0.82441175,0.8202325,0.81844014,0.82055277
