0.8615744,0.7974598,0.7924931,0.846003,0.8876086,0.8428159,0.8452429,0.8452949,0.8481498,0.84677935,0.84268296,0.84241295,0.84383875,0.84674376,0.8951664,0.8907162,0.89737403,0.8953655,0.88831717,0.89128274
0.89228106,0.8019842,0.82914144,0.7954047,0.7954047,0.806279,0.91711855,0.72763014,0.85193443,0.85193443,0.74728274,0.8381144,0.8094155,0.821638,0.7999275,0.82668835,0.82668835,0.821039,0.74406236,0.8818116
0.87886393,0.8051395,0.8396262,0.8396262,0.80892426,0.80892426,0.8249906,0.72736686,0.8308167,0.86346674,0.86346674,0.7988021,0.84430003,0.84430003,0.82761097,0.82761097,0.74854136,0.74854136,0.8310213,0.8310213
0.8264,0.8264,0.8115617,0.79305816,0.7153486,0.8618826,0.8618826,0.8618826,0.73503995,0.83229625,0.8114709,0.823416,0.8437386,0.74809307,0.80056155,0.7299839,0.8305717,0.8003632,0.83317184,0.83317184
0.83317184,0.81336176,0.79289824,0.84546953,0.8899317,0.89612603,0.7821958,0.8928748,0.8928748,0.8928748,0.8889323,0.8889323,0.89495033,0.81944734,0.789674,0.799004,0.682453,0.919567,0.919567,0.71922016
0.8564257,0.7451997,0.8431531,0.8343181,0.8343181,0.826669,0.81137866,0.81137866,0.8242733,0.72203445,0.72203445,0.8596272,0.83385754,0.8099466,0.8417941,0.79933494,0.88170165,0.88170165,0.9264181,0.8318976
0.8316403,0.6704473,0.8070531,0.8381946,0.8381946,0.79668456,0.8174996,0.8920041,0.84161025,0.85959893,0.85959893,0.79721344,0.79198146,0.7667497,0.809397,0.78822273,0.830167,0.830167,0.830167,0.830167
0.8271771,0.8271771,0.8875608,0.7816577,0.8436571,0.89579934,0.8049608,0.8190247,0.80401504,0.83120525,0.91828996,0.6657244,0.6657244,0.8546439,0.8807595,0.8807595,0.8139166,0.83072054,0.8273904,0.8273904
0.8273904,0.84373075,0.84373075,0.7421607,0.8585699,0.6646524,0.9233637,0.8017534,0.81855124,0.8066303,0.8066303,0.80528563,0.84734654,0.84734654,0.89195144,0.86066735,0.86066735,0.7922653,0.7922653,0.8070994
0.8070994,0.84258866,0.8090868,0.8090868,0.89243877,0.89010733,0.7938401,0.81761307,0.8055482,0.8055482,0.79709595,0.79473686,0.83487505,0.7613242,0.7987646,0.6703644,0.91758245,0.7184306,0.7184306,0.81406206
